BorrowerAPR,CreditScoreRangeUpper,CurrentCreditLines,TotalInquiries,BankcardUtilization,DebtToIncomeRatio
.208080,739,11,5.000000,.960000,.270000
.356430,659,3,3.000000,.880000,.160000
.161470,739,4,1.000000,.770000,.080000
.175220,739,10,1.000000,.640000,.180000
.356430,779,12,1.000000,.850000,
.357970,819,11,3.000000,.040000,.520000
.221350,679,10,7.000000,.660000,.120000
.188370,699,18,.000000,.540000,.240000
.307480,699,7,2.000000,.150000,
.213720,719,8,8.000000,.160000,.190000
.182140,699,14,1.000000,.760000,.280000
.339730,619,16,3.000000,.810000,.620000
.242460,679,7,2.000000,.800000,.210000
.313440,719,2,.000000,.000000,.130000
.330970,759,9,3.000000,.810000,.230000
.357970,699,3,2.000000,.950000,.550000
.308990,739,20,11.000000,.240000,.360000
.213450,699,25,1.000000,.540000,.360000
.305320,699,11,.000000,.650000,.310000
.274620,679,7,1.000000,.740000,.070000
.325380,699,5,6.000000,.130000,.150000
.245630,679,12,2.000000,.420000,.280000
.148160,719,7,1.000000,.820000,.080000
.204620,719,7,1.000000,1.000000,.100000
.153750,759,12,3.000000,.610000,.120000
.295100,679,6,.000000,.000000,.180000
.176850,699,14,1.000000,.600000,
.294140,699,10,7.000000,.760000,.310000
.147140,679,7,9.000000,.550000,.220000
.202000,719,4,2.000000,.340000,.130000
.318480,639,16,3.000000,.720000,.340000
.277760,659,10,9.000000,.830000,.150000
.188370,699,5,8.000000,.670000,.260000
.200530,739,15,.000000,.880000,.380000
.335530,699,3,2.000000,.930000,.030000
.247580,799,16,3.000000,.110000,.520000
.252590,699,10,3.000000,.930000,.100000
.180200,659,10,9.000000,.770000,.090000
.153240,739,7,1.000000,.420000,.230000
.202000,719,1,6.000000,.220000,.130000
.226010,719,10,3.000000,.390000,.380000
.269170,679,10,4.000000,.970000,.150000
.202000,779,12,.000000,.670000,.180000
.143480,739,13,1.000000,.670000,.390000
.203470,719,12,6.000000,.960000,
.144530,819,7,10.000000,.020000,
.324460,679,6,3.000000,.700000,.320000
.274620,739,11,1.000000,.920000,.260000
.340450,679,9,13.000000,.270000,.130000
.221080,659,7,4.000000,.000000,.140000
.182750,699,20,7.000000,.510000,
.238720,799,10,15.000000,.580000,.330000
.239900,719,15,5.000000,.990000,.220000
.295370,659,18,1.000000,.940000,.330000
.227420,719,14,1.000000,.200000,.510000
.234620,699,3,4.000000,.000000,.150000
.234380,679,4,2.000000,.290000,.110000
.133010,719,11,8.000000,.290000,.140000
.356430,759,3,3.000000,.000000,.050000
.274670,719,9,9.000000,.600000,
.181830,699,8,3.000000,.900000,.220000
.149650,819,13,6.000000,.250000,.180000
.125280,779,12,6.000000,.200000,.250000
.357970,699,10,10.000000,.490000,.290000
.063270,779,15,3.000000,.320000,.170000
.332150,659,6,7.000000,.540000,.050000
.301310,659,8,3.000000,.900000,.440000
.173590,739,6,1.000000,.490000,.510000
.182750,699,6,6.000000,.000000,.170000
.242520,699,7,10.000000,.810000,.120000
.112960,779,3,2.000000,.020000,.040000
.313750,739,9,3.000000,.870000,.370000
.292540,659,10,10.000000,.650000,.110000
.357970,759,2,4.000000,.010000,
.358380,659,18,3.000000,.590000,.580000
.330400,719,6,2.000000,.440000,.110000
.257810,759,12,.000000,.410000,.610000
.305320,739,14,2.000000,.370000,.480000
.208080,719,12,.000000,.780000,.390000
.357970,719,7,3.000000,.780000,
.205240,699,10,.000000,.610000,.310000
.160050,759,5,2.000000,.810000,.160000
.202680,679,12,2.000000,.470000,.150000
.153240,719,9,4.000000,.570000,.280000
.152600,679,14,2.000000,.500000,.220000
.183160,799,12,3.000000,.000000,.230000
.309330,659,11,4.000000,.940000,.110000
.092210,819,11,3.000000,.220000,.120000
.283700,719,5,7.000000,.420000,.210000
.216360,739,7,4.000000,.680000,
.288480,819,7,8.000000,.080000,.260000
.160050,779,9,6.000000,.000000,.080000
.137060,779,9,1.000000,.140000,.300000
.132270,779,15,11.000000,.370000,.130000
.155380,839,22,5.000000,.420000,.270000
.272460,679,7,4.000000,.510000,.310000
.163920,779,16,4.000000,.560000,.250000
.205240,679,4,1.000000,.390000,.070000
.324460,679,14,7.000000,.930000,.190000
.325380,699,13,3.000000,.680000,.410000
.136360,719,10,1.000000,.580000,.190000
.233830,659,6,.000000,.920000,.180000
.081300,799,22,1.000000,.180000,.120000
.157830,779,6,1.000000,.260000,.200000
.118930,779,12,2.000000,.120000,.150000
.213720,679,8,5.000000,.590000,.150000
.117600,839,5,7.000000,.070000,.030000
.084960,739,19,5.000000,.290000,.260000
.245630,679,18,4.000000,.950000,.460000
.222620,759,11,2.000000,.630000,.940000
.184780,699,8,1.000000,.580000,.330000
.178390,699,9,14.000000,.910000,.170000
.131890,699,9,3.000000,.980000,.220000
.285740,679,6,6.000000,.780000,.280000
.115630,799,6,5.000000,.260000,.140000
.098160,819,6,.000000,.660000,.030000
.226010,699,23,4.000000,.830000,.350000
.135450,719,2,.000000,.000000,.080000
.357970,759,3,12.000000,.010000,.060000
.213420,699,23,8.000000,.490000,.520000
.308990,679,11,4.000000,.670000,.350000
.188370,699,10,9.000000,.890000,.250000
.212900,679,13,1.000000,.610000,.420000
.357970,739,17,12.000000,.540000,.450000
.277760,659,14,11.000000,.690000,.240000
.131890,759,12,2.000000,.470000,.440000
.138400,719,8,4.000000,.330000,.160000
.104360,799,12,1.000000,.260000,.180000
.242820,759,7,7.000000,.840000,.130000
.191080,699,13,2.000000,.490000,.300000
.295100,679,8,9.000000,.640000,.100000
.325380,679,16,.000000,.870000,.290000
.179820,699,3,6.000000,.420000,.140000
.273220,699,23,5.000000,.790000,.320000
.231210,739,18,1.000000,.410000,.290000
.351320,679,6,2.000000,.600000,.380000
.136250,739,10,4.000000,.000000,.450000
.352440,619,5,9.000000,.950000,
.239840,719,12,5.000000,.750000,.410000
.164990,799,11,2.000000,.480000,.230000
.295460,759,11,3.000000,.470000,.350000
.083310,799,7,4.000000,.200000,.180000
.263330,659,6,6.000000,.000000,.130000
.176110,699,8,6.000000,.430000,.300000
.138640,739,6,6.000000,.630000,.150000
.164990,779,8,1.000000,.680000,.180000
.318480,659,7,4.000000,.900000,.200000
.121130,819,19,3.000000,.240000,.090000
.263330,719,22,1.000000,.780000,.460000
.266810,759,15,8.000000,.660000,.350000
.211660,739,24,11.000000,.210000,.310000
.287800,659,6,3.000000,.010000,.170000
.125280,699,9,4.000000,.410000,.130000
.151340,759,8,4.000000,.290000,.370000
.235400,699,14,4.000000,.760000,.260000
.274620,739,11,4.000000,.520000,
.221080,739,9,.000000,.950000,.360000
.301310,699,9,1.000000,.620000,.350000
.143580,839,13,2.000000,.080000,.210000
.242460,739,9,1.000000,.700000,.330000
.171840,699,19,7.000000,.260000,.210000
.301310,679,10,2.000000,.490000,.210000
.296800,679,13,5.000000,.980000,.190000
.137990,719,14,1.000000,.970000,.220000
.374530,659,22,9.000000,.950000,.410000
.142430,719,7,3.000000,.650000,.080000
.264870,679,12,6.000000,.720000,.300000
.374530,639,2,3.000000,.970000,.220000
.192210,699,8,5.000000,.630000,.390000
.316680,679,19,2.000000,.810000,.280000
.272860,719,30,9.000000,.940000,.280000
.083310,819,11,4.000000,.070000,.050000
.308990,679,11,2.000000,.980000,.250000
.204620,739,18,6.000000,.530000,.220000
.161470,799,16,1.000000,.300000,.340000
.183160,679,12,2.000000,.970000,.220000
.170180,739,7,12.000000,.530000,.300000
.310320,699,17,1.000000,.950000,.540000
.205240,679,3,1.000000,.690000,.120000
.083250,779,9,2.000000,.000000,.160000
.169690,699,9,5.000000,.550000,.250000
.160050,739,7,1.000000,.030000,
.234380,719,21,4.000000,.590000,.360000
.234380,739,25,1.000000,.800000,.420000
.231310,739,21,5.000000,.420000,.310000
.242820,699,17,5.000000,.490000,.250000
.187510,719,6,2.000000,.550000,.200000
.161470,699,10,4.000000,.560000,.140000
.356430,699,12,16.000000,.680000,.230000
.142730,699,11,6.000000,.090000,.140000
.356430,679,10,4.000000,.950000,.180000
.312930,739,12,1.000000,1.010000,.270000
.225490,679,7,5.000000,.760000,.270000
.280320,659,6,.000000,.760000,.060000
.169690,719,8,2.000000,.470000,.360000
.245630,659,5,15.000000,.600000,.060000
.115350,779,12,14.000000,.760000,.410000
.067260,819,16,15.000000,.010000,.120000
.226010,679,11,7.000000,.640000,.280000
.141700,779,23,3.000000,.180000,.360000
.232400,759,10,2.000000,.410000,.180000
.125280,739,11,2.000000,.220000,.250000
.254860,719,14,4.000000,.910000,.400000
.173220,759,11,4.000000,.540000,.160000
.179690,699,14,9.000000,.930000,.180000
.179690,699,8,3.000000,.520000,.230000
.108780,819,17,5.000000,.120000,.180000
.074390,739,12,3.000000,.140000,.160000
.265280,759,10,.000000,.610000,.280000
.351320,759,7,7.000000,.650000,.470000
.238470,719,18,3.000000,.550000,.290000
.311590,679,12,1.000000,.620000,.380000
.183100,799,2,1.000000,.240000,.140000
.153750,819,11,1.000000,.410000,.270000
.179690,739,8,3.000000,.100000,.210000
.246820,719,8,5.000000,.250000,
.200400,739,9,4.000000,.580000,.250000
.305320,699,8,1.000000,.720000,.300000
.129160,739,4,4.000000,.050000,.120000
.176110,699,12,4.000000,.570000,.250000
.239390,739,16,3.000000,.440000,.530000
.126910,739,9,.000000,.700000,.320000
.215660,779,4,.000000,.820000,.120000
.239390,719,4,.000000,.720000,.150000
.171740,699,8,2.000000,.280000,.210000
.191440,699,4,2.000000,.280000,.120000
.200530,699,16,6.000000,.790000,.160000
.277760,679,7,5.000000,1.000000,.230000
.191430,719,12,9.000000,.680000,.290000
.126910,759,14,5.000000,.330000,.210000
.193640,759,13,5.000000,.410000,.260000
.093050,819,24,14.000000,.070000,.030000
.323930,659,10,5.000000,.720000,.220000
.208080,679,10,4.000000,.480000,.180000
.131380,739,8,.000000,.920000,.200000
.148570,739,5,.000000,.710000,.200000
.253590,679,22,.000000,.900000,
.294640,799,8,9.000000,.080000,.430000
.233180,679,16,8.000000,.550000,.160000
.112960,739,9,7.000000,.040000,.050000
.250130,679,8,2.000000,.970000,.390000
.295370,679,7,.000000,.990000,.180000
.146580,779,9,3.000000,.490000,.180000
.098370,839,7,3.000000,.100000,.080000
.205930,759,9,1.000000,.780000,.300000
.351320,699,6,7.000000,.180000,.180000
.173270,699,14,2.000000,.510000,.300000
.347310,679,23,8.000000,.850000,
.221400,699,11,8.000000,.830000,.220000
.305320,679,10,4.000000,.950000,.180000
.202170,719,10,11.000000,.250000,.190000
.336650,779,4,2.000000,.010000,.610000
.098370,779,19,7.000000,.410000,.170000
.177540,799,7,4.000000,.510000,.150000
.120200,779,14,4.000000,.530000,.230000
.211660,699,14,1.000000,.210000,.290000
.335530,679,7,.000000,.830000,.260000
.148570,739,17,5.000000,.540000,.280000
.149650,679,15,6.000000,.810000,.340000
.155490,799,7,2.000000,.200000,.350000
.219450,719,7,1.000000,.450000,.110000
.348870,679,10,7.000000,.930000,.490000
.305320,659,4,4.000000,.890000,.150000
.247580,759,16,5.000000,.520000,.280000
.295100,659,8,5.000000,.540000,.460000
.356430,699,12,4.000000,.950000,.330000
.124270,679,12,6.000000,.580000,.040000
.327330,699,16,5.000000,.660000,.360000
.336650,739,10,6.000000,.700000,.290000
.295100,679,7,12.000000,.620000,.120000
.137990,719,6,5.000000,.120000,.110000
.187250,719,10,3.000000,.460000,.210000
.377330,679,11,6.000000,.660000,.130000
.203580,679,7,1.000000,.830000,.280000
.121130,759,12,1.000000,.170000,.310000
.224150,699,12,13.000000,.290000,.450000
.193640,679,18,3.000000,.930000,.240000
.207840,759,10,8.000000,.790000,.210000
.274620,739,7,4.000000,.970000,.090000
.171700,759,7,2.000000,.320000,.120000
.125280,779,12,3.000000,.490000,.140000
.306970,679,12,.000000,.470000,.400000
.303890,659,14,4.000000,.930000,.320000
.339730,679,3,2.000000,.000000,.180000
.182140,719,11,3.000000,.160000,.210000
.130680,799,7,4.000000,.530000,.130000
.194220,839,7,5.000000,.090000,.180000
.121170,699,9,2.000000,.860000,.250000
.274770,719,9,4.000000,.350000,.170000
.283390,679,10,2.000000,.680000,.220000
.167320,699,9,3.000000,.910000,.250000
.200400,759,12,9.000000,.310000,.320000
.265530,639,4,5.000000,.850000,.090000
.164990,739,10,3.000000,.340000,.080000
.158440,779,16,3.000000,.160000,.320000
.100820,779,18,.000000,.530000,.150000
.234380,719,13,6.000000,.410000,.520000
.329890,659,2,1.000000,.780000,.080000
.094690,739,9,5.000000,.200000,.310000
.257810,719,4,1.000000,.990000,.150000
.136970,719,13,4.000000,.520000,.230000
.310320,719,9,3.000000,.950000,.400000
.193230,699,6,4.000000,.740000,.150000
.151440,739,18,8.000000,.680000,.160000
.356430,719,15,4.000000,.790000,
.138360,719,11,4.000000,.930000,.240000
.357970,759,17,8.000000,.920000,.200000
.181730,779,11,2.000000,.030000,.120000
.357970,739,9,11.000000,.610000,.450000
.215660,699,12,6.000000,.740000,.270000
.171510,679,8,3.000000,.780000,.270000
.203110,699,9,8.000000,.600000,.170000
.175220,759,15,5.000000,.460000,.240000
.285440,659,7,1.000000,.820000,.160000
.295060,739,2,1.000000,.000000,.060000
.141470,759,9,.000000,.490000,.280000
.155490,799,4,7.000000,.140000,.100000
.352850,719,6,4.000000,.960000,.200000
.357970,719,0,1.000000,.000000,.040000
.122110,779,9,4.000000,.270000,.170000
.292540,659,8,2.000000,.920000,.520000
.242050,739,14,9.000000,.750000,.480000
.206540,679,7,2.000000,1.010000,.350000
.301310,659,5,5.000000,.930000,.030000
.203580,759,9,1.000000,.560000,.340000
.332150,659,6,5.000000,.950000,.250000
.295100,699,2,5.000000,.040000,.130000
.065890,799,7,3.000000,.130000,.080000
.213810,759,8,3.000000,.010000,.260000
.171920,739,4,4.000000,.260000,.040000
.345770,659,6,3.000000,.000000,.140000
.183130,719,11,2.000000,.660000,
.173590,679,11,2.000000,.670000,.140000
.136360,739,12,3.000000,.610000,.310000
.210250,699,6,1.000000,.640000,
.185550,739,8,5.000000,.530000,.210000
.121060,739,6,9.000000,.940000,.150000
.120160,779,9,3.000000,.530000,
.221400,719,30,4.000000,.480000,.550000
.346210,619,3,4.000000,.660000,.270000
.242460,699,9,1.000000,.880000,.310000
.158680,699,8,2.000000,.070000,.240000
.238720,719,7,1.000000,.500000,.390000
.234380,679,12,5.000000,.960000,.240000
.265280,719,3,2.000000,.190000,.090000
.200400,719,6,3.000000,.680000,.150000
.345770,799,8,11.000000,.100000,.240000
.148530,699,11,.000000,.880000,.420000
.234380,739,14,9.000000,.910000,.250000
.083250,879,9,7.000000,.030000,.060000
.094340,739,12,7.000000,.380000,.160000
.310320,699,7,12.000000,.970000,.140000
.274670,719,15,13.000000,.440000,.140000
.163240,719,6,2.000000,.960000,.190000
.239390,739,7,4.000000,.300000,.180000
.246140,679,13,9.000000,.270000,.130000
.112960,739,8,3.000000,.970000,.470000
.112960,759,9,8.000000,.620000,.120000
.177100,739,18,7.000000,.130000,.210000
.253320,839,16,4.000000,.180000,
.208080,719,12,4.000000,.910000,.330000
.252060,759,19,5.000000,.850000,.330000
.357970,699,6,2.000000,.000000,.110000
.137990,699,9,9.000000,.340000,.130000
.247580,719,7,3.000000,.550000,.340000
.247540,699,13,13.000000,.190000,.140000
.198600,699,14,1.000000,.880000,.470000
.095340,779,12,3.000000,.250000,.270000
.374530,659,12,13.000000,.570000,.170000
.325380,679,7,2.000000,.830000,.220000
.117660,739,9,4.000000,.380000,.120000
.183160,719,5,3.000000,1.020000,.080000
.341050,679,3,1.000000,.670000,.210000
.117660,759,5,2.000000,.290000,.150000
.250130,659,6,2.000000,.460000,.200000
.083410,739,12,1.000000,.670000,.120000
.212900,659,10,1.000000,.850000,.250000
.120810,779,15,2.000000,.230000,.270000
.316680,679,13,7.000000,.900000,.230000
.310530,699,9,4.000000,.470000,.200000
.264870,659,15,17.000000,.000000,.180000
.195010,679,12,7.000000,.410000,.250000
.173590,639,6,2.000000,.900000,.120000
.193230,679,9,6.000000,.790000,.170000
.104360,779,16,10.000000,.330000,.220000
.186330,719,12,5.000000,.760000,
.095340,819,6,.000000,.290000,.170000
.221080,679,15,3.000000,.980000,.320000
.302850,739,10,2.000000,.500000,.160000
.268770,659,3,4.000000,1.020000,.280000
.131890,719,19,.000000,.650000,.220000
.146570,699,7,2.000000,.240000,.160000
.211660,719,16,5.000000,.650000,.380000
.302850,659,8,2.000000,.860000,.240000
.126140,799,18,5.000000,.030000,.150000
.276370,659,5,2.000000,.650000,.110000
.221080,699,13,13.000000,.730000,.230000
.127820,819,10,4.000000,.510000,.580000
.249830,679,15,1.000000,.980000,
.144530,699,7,12.000000,.720000,.400000
.137990,699,16,13.000000,.940000,.210000
.330510,679,3,1.000000,.470000,.210000
.341050,659,6,.000000,.180000,.150000
.135450,759,6,3.000000,.440000,.210000
.108460,859,18,18.000000,.330000,.360000
.223620,679,4,2.000000,.430000,.090000
.090300,739,8,1.000000,.550000,.220000
.198590,819,4,4.000000,.260000,.620000
.332150,659,4,.000000,.800000,.080000
.274620,679,6,3.000000,.980000,.200000
.273080,679,7,7.000000,.770000,.350000
.173170,659,6,4.000000,.790000,.190000
.356430,699,6,1.000000,.670000,
.067260,819,14,1.000000,.090000,.170000
.211660,679,11,.000000,.920000,
.141470,719,11,6.000000,.680000,.140000
.221080,699,12,14.000000,.950000,.320000
.224560,719,17,17.000000,.690000,.220000
.139420,759,21,1.000000,.480000,.240000
.112960,739,12,5.000000,.520000,.130000
.171190,759,21,6.000000,.680000,.540000
.288990,679,16,8.000000,.370000,.340000
.278170,659,8,4.000000,.930000,.180000
.199210,759,10,6.000000,.150000,.180000
.242820,779,16,8.000000,.730000,.290000
.137990,759,16,2.000000,.440000,.350000
.203580,699,17,2.000000,.570000,.300000
.357970,679,7,7.000000,.250000,.060000
.176850,719,6,.000000,.980000,.260000
.357970,679,15,10.000000,.250000,.150000
.105780,799,11,2.000000,.590000,.180000
.222420,679,12,8.000000,.730000,.170000
.158330,699,11,2.000000,.750000,.270000
.357970,639,9,4.000000,.000000,.440000
.273080,699,16,1.000000,.420000,.550000
.153240,699,9,4.000000,.370000,.060000
.154250,739,12,8.000000,.360000,.270000
.234620,719,9,3.000000,.890000,.110000
.295100,799,7,4.000000,.610000,
.198590,699,10,4.000000,.590000,.330000
.143410,859,8,4.000000,.180000,.220000
.238470,719,2,2.000000,.870000,.140000
.274620,679,7,5.000000,.600000,.170000
.239390,719,7,.000000,.840000,.310000
.163610,719,10,3.000000,.000000,.260000
.293410,679,14,3.000000,.710000,.210000
.176010,739,11,2.000000,.590000,.300000
.216480,779,21,3.000000,.440000,.280000
.257810,779,33,4.000000,.230000,.940000
.084960,799,7,1.000000,.160000,
.120160,819,16,5.000000,.010000,.340000
.261280,659,14,9.000000,.210000,.160000
.317900,699,19,4.000000,.940000,.320000
.229080,679,9,1.000000,.740000,.330000
.237180,739,4,2.000000,.830000,.180000
.295370,679,9,2.000000,.880000,
.357970,719,2,4.000000,.230000,.070000
.148570,799,12,.000000,.240000,.340000
.280320,739,12,3.000000,.550000,.440000
.239390,719,10,4.000000,.450000,.320000
.210250,759,12,.000000,.280000,
.188370,719,13,8.000000,.880000,
.325860,779,14,7.000000,.210000,
.195010,739,11,4.000000,.850000,
.098370,859,14,7.000000,.160000,.180000
.137990,699,9,3.000000,.630000,.210000
.144940,779,7,2.000000,.740000,.200000
.136360,739,8,5.000000,.380000,.190000
.305320,659,15,3.000000,.990000,.220000
.074390,799,20,8.000000,.220000,.100000
.221080,679,18,1.000000,.460000,.330000
.295370,679,13,5.000000,.750000,.140000
.143580,759,13,.000000,.650000,.080000
.140390,699,8,2.000000,.570000,.090000
.324460,659,13,7.000000,.340000,.210000
.140390,779,9,2.000000,.460000,.370000
.160560,739,6,3.000000,.440000,.120000
.141470,779,11,2.000000,.200000,.240000
.120810,699,12,2.000000,.540000,.210000
.356430,719,15,5.000000,.950000,.350000
.218320,679,9,4.000000,.920000,.110000
.242460,699,9,1.000000,.680000,.360000
.246820,699,9,1.000000,.610000,.190000
.357970,679,13,3.000000,.920000,.400000
.108810,719,6,7.000000,.070000,.130000
.361780,659,7,9.000000,.780000,.490000
.295100,719,17,7.000000,.330000,.430000
.305320,759,3,1.000000,.900000,.330000
.236560,699,6,2.000000,.690000,.340000
.170900,719,10,1.000000,.550000,.230000
.170180,759,9,3.000000,.460000,.180000
.242820,699,14,3.000000,.700000,.320000
.195400,679,7,4.000000,.350000,.110000
.152600,759,10,4.000000,.630000,.180000
.324460,679,10,8.000000,.830000,.300000
.239390,659,4,5.000000,.020000,.150000
.294140,679,13,10.000000,.370000,.290000
.356430,639,6,7.000000,.910000,.140000
.223010,679,5,11.000000,.810000,.130000
.185550,699,13,4.000000,.600000,.140000
.324880,659,8,3.000000,.940000,.210000
.212900,679,11,3.000000,.740000,.310000
.123090,739,5,2.000000,.390000,.080000
.345770,659,2,5.000000,.000000,.080000
.219450,739,12,6.000000,.820000,.320000
.067260,819,11,4.000000,.090000,.040000
.280320,719,14,8.000000,.420000,.480000
.272850,739,8,.000000,.540000,.220000
.295370,679,9,5.000000,.000000,.230000
.204620,759,6,3.000000,.000000,.130000
.357970,699,6,16.000000,.290000,.240000
.112960,739,12,6.000000,.580000,.200000
.139420,779,11,7.000000,.870000,.190000
.192360,759,11,3.000000,.370000,.330000
.281290,699,11,5.000000,.740000,.400000
.067260,779,21,9.000000,.200000,.190000
.313750,739,7,.000000,.430000,.850000
.335530,679,5,11.000000,.820000,.110000
.303370,659,10,5.000000,.960000,.250000
.223010,659,6,1.000000,.930000,.160000
.108780,779,18,8.000000,.260000,.240000
.130840,819,24,.000000,.510000,.160000
.184790,779,2,5.000000,.000000,.140000
.357970,719,5,1.000000,.000000,.350000
.160560,799,7,3.000000,.190000,.170000
.158330,699,10,3.000000,.390000,.180000
.198980,719,20,19.000000,.500000,.240000
.232670,659,16,6.000000,.810000,.220000
.155380,819,4,1.000000,.220000,.080000
.163240,679,18,1.000000,.870000,.340000
.287040,659,4,3.000000,.890000,.090000
.198590,719,18,4.000000,.470000,.420000
.284880,719,18,1.000000,.250000,.340000
.181360,799,14,13.000000,.000000,.350000
.112960,759,4,7.000000,.620000,.160000
.164990,759,21,8.000000,.260000,.220000
.127160,819,8,2.000000,.130000,.140000
.265280,699,12,.000000,.740000,.340000
.171700,779,13,9.000000,.250000,.210000
.176110,739,21,1.000000,.560000,.310000
.380580,719,5,3.000000,.680000,.220000
.196450,739,10,.000000,.360000,.360000
.182140,779,14,1.000000,.370000,
.148160,719,10,7.000000,.490000,.170000
.205930,799,22,23.000000,.680000,.200000
.218320,699,13,3.000000,.730000,.240000
.124000,719,3,3.000000,.680000,.100000
.234380,699,15,14.000000,.560000,.320000
.189380,719,15,3.000000,.880000,.360000
.164990,739,10,9.000000,.640000,.230000
.318480,679,17,5.000000,.440000,.210000
.216990,699,11,5.000000,.800000,.390000
.238720,699,15,.000000,.780000,.350000
.149650,799,10,1.000000,.630000,.250000
.157830,799,4,2.000000,.070000,.240000
.171890,719,18,10.000000,.600000,
.210250,779,17,3.000000,.550000,.170000
.176110,659,8,5.000000,.770000,.210000
.242050,719,28,3.000000,.890000,.350000
.098370,799,18,1.000000,.460000,.170000
.136970,739,8,3.000000,.890000,.100000
.154250,699,8,9.000000,.950000,.210000
.144530,819,13,2.000000,.270000,.180000
.294860,739,9,10.000000,.400000,.190000
.292400,639,6,10.000000,.540000,.150000
.318480,679,1,2.000000,.000000,.110000
.184780,659,9,5.000000,.990000,.190000
.380580,659,2,3.000000,.980000,.070000
.357970,699,3,2.000000,.200000,.070000
.175320,679,8,.000000,.970000,.130000
.213450,659,6,7.000000,.540000,.140000
.079220,739,10,1.000000,.770000,.250000
.136970,699,8,5.000000,.900000,.140000
.181970,699,11,5.000000,.910000,.250000
.126300,779,19,2.000000,.180000,.250000
.272850,659,8,1.000000,.960000,.280000
.210250,719,7,4.000000,.970000,.160000
.352850,759,11,2.000000,.870000,.400000
.168030,759,20,5.000000,.070000,.220000
.189900,659,6,11.000000,.960000,.210000
.230520,739,7,1.000000,.650000,.330000
.167130,739,7,4.000000,.220000,.200000
.189380,699,20,10.000000,.060000,.260000
.221080,699,16,5.000000,.340000,.520000
.126910,759,10,1.000000,.200000,
.356430,679,12,7.000000,.200000,.260000
.196810,759,7,2.000000,.650000,.370000
.143410,799,8,5.000000,.660000,.360000
.144940,799,15,3.000000,.380000,.230000
.219450,759,9,7.000000,.370000,.380000
.100380,779,19,3.000000,.430000,
.115480,699,5,5.000000,.680000,.110000
.113190,759,13,5.000000,.610000,.180000
.357970,679,7,9.000000,.880000,.160000
.248220,719,6,2.000000,.800000,.060000
.181730,699,6,.000000,.910000,.090000
.335530,679,0,1.000000,.000000,.030000
.108610,779,9,.000000,.010000,
.293630,659,8,7.000000,.970000,.140000
.175320,719,9,2.000000,.370000,.150000
.150160,739,18,5.000000,.280000,.260000
.356430,679,4,1.000000,.000000,.190000
.313750,739,6,6.000000,.640000,.160000
.250130,679,12,.000000,.000000,
.250130,699,12,1.000000,.420000,.180000
.184790,739,11,3.000000,.590000,.070000
.284080,719,7,2.000000,.970000,.290000
.296800,659,3,6.000000,.740000,.300000
.332860,619,14,11.000000,.710000,.210000
.305320,659,11,1.000000,.920000,.180000
.287800,679,7,5.000000,.000000,.280000
.219450,679,5,9.000000,.550000,.090000
.198590,679,11,1.000000,.250000,.140000
.268240,739,5,2.000000,.310000,
.225490,679,8,7.000000,.530000,.200000
.209840,699,13,2.000000,.960000,.350000
.357970,799,9,7.000000,.000000,.090000
.214340,679,12,4.000000,.470000,.130000
.132480,819,14,2.000000,.110000,.180000
.205930,719,8,3.000000,.740000,.300000
.348870,639,19,2.000000,.910000,.430000
.357970,719,17,3.000000,.130000,.270000
.171510,759,16,6.000000,.350000,.420000
.242460,719,8,3.000000,.970000,.280000
.137990,699,8,9.000000,.280000,.110000
.182220,719,14,4.000000,.630000,.260000
.152600,699,7,3.000000,.570000,.140000
.357970,679,2,3.000000,.000000,.080000
.181970,719,8,1.000000,.430000,.250000
.274620,779,11,3.000000,.590000,.090000
.166530,759,10,2.000000,.880000,.140000
.353650,699,10,3.000000,.680000,.300000
.175320,739,10,14.000000,.490000,.110000
.316680,679,7,12.000000,.960000,.320000
.255640,699,12,5.000000,.490000,.410000
.189130,739,13,7.000000,.270000,.250000
.173590,719,9,1.000000,.660000,.190000
.177540,699,11,2.000000,.950000,.200000
.083250,839,10,2.000000,.320000,.110000
.323930,639,10,6.000000,.950000,.230000
.253590,719,8,4.000000,.430000,.130000
.098440,779,8,2.000000,.040000,.040000
.206260,659,11,2.000000,.840000,.190000
.317860,659,9,3.000000,.540000,.550000
.147510,719,17,3.000000,.820000,.360000
.303370,739,19,3.000000,.420000,.420000
.323780,619,10,9.000000,.490000,.320000
.289300,659,12,9.000000,.820000,.280000
.200400,699,25,2.000000,.530000,.320000
.234220,759,9,1.000000,.440000,.290000
.191440,719,5,.000000,.080000,.100000
.245890,739,12,1.000000,.910000,.370000
.266810,679,22,9.000000,.780000,.260000
.257810,759,9,2.000000,.480000,.450000
.295370,639,13,4.000000,.200000,.410000
.112960,759,11,2.000000,.310000,.580000
.333320,679,9,3.000000,.940000,.440000
.277760,679,9,17.000000,.900000,.250000
.312930,779,9,2.000000,.800000,
.175220,739,8,9.000000,.270000,.170000
.357970,699,6,7.000000,.250000,.260000
.260010,679,15,18.000000,.780000,.420000
.247580,699,6,4.000000,.910000,.290000
.163040,679,12,6.000000,.920000,.180000
.079570,799,20,5.000000,.210000,.270000
.313750,739,22,10.000000,.380000,.250000
.089300,759,6,2.000000,.050000,.250000
.293940,699,6,3.000000,.560000,.360000
.227730,659,11,10.000000,.360000,.160000
.182750,699,5,2.000000,.750000,.130000
.343060,619,1,2.000000,.000000,.060000
